,10_6_5_11,9_6_5_11,purep53,JMS8-2,JMS8-3,JMS8-4,JMS8-5,JMS9-P7c,JMS9-P8c
78605,0,0,0,0,0,0,0,0,0
171382,0,0,1,1,0,0,0,0,0
75396,0,0,0,0,0,0,0,0,0
14659,0,0,40,37,1,1,74,0,0
100503197,0,14,28,20,7,6,40,7,5
320982,885,1011,9382,8522,2151,938,16785,731,609
78650,0,2,4,0,3,0,0,0,0
73475,1,0,0,0,0,2,0,0,0
98402,4466,5607,2662,2563,10081,5982,2886,3633,3205
77331,0,0,0,0,0,0,0,0,0
347722,2298,4548,2556,2510,8612,4151,2569,2719,1553
74403,2,2,1,1,1,3,0,5,0
14472,0,0,0,0,1,2,0,0,0
208372,0,0,0,0,0,1,0,0,0
74918,0,0,1,0,0,0,1,0,0
12778,1603,460,6687,10085,1235,2909,5743,301,1293
108679,1708,2311,4578,4041,5006,3448,4234,1455,1242
433332,0,1,0,0,1,0,0,1,0
12835,3838,16548,1900,2252,26518,17338,5626,9847,3956
171531,4031,15292,227,371,26785,7519,239,9294,3798
623503,10,40,0,0,51,15,1,7,6
19329,1271,1485,62,61,2717,1862,73,931,982
16978,10218,7517,6903,4588,20200,24680,7500,4444,5916
329207,8,2,11,17,13,23,9,3,4
51801,1683,514,2110,1316,1271,2196,1334,182,816
67921,2282,1547,1909,1396,3673,3555,2146,1095,1503
665783,558,521,954,703,1202,1016,938,352,382
50880,1466,1596,731,674,3200,2374,524,746,817
227357,109,54,22,50,254,406,56,25,59
100503326,3,0,0,1,1,2,0,0,0
70788,9,6,9,15,39,69,6,3,6
227358,105,97,155,66,186,182,78,32,68
67444,1338,1763,2284,1831,3288,2226,1901,1155,904
67086,6,2,1,1,6,7,2,2,0
55927,390,706,435,423,1281,760,286,386,230
18627,10825,10887,5077,3333,24557,21249,8246,6293,7144
74019,231,652,511,479,1389,766,392,409,172
65247,241,418,751,676,846,505,642,203,125
13345,2,8,29,29,4,18,32,2,6
208727,950,1130,3135,2995,2326,1530,3309,664,451
67273,1926,2703,4342,3700,6358,3631,3559,1536,1189
259040,0,0,0,0,0,0,0,0,0
258228,0,0,0,0,0,0,0,0,0
259041,0,0,0,0,0,0,0,0,0
259039,0,0,0,0,0,0,0,0,0
258274,0,0,0,0,0,0,0,0,0
258483,0,0,0,0,0,0,0,0,0
258484,0,0,0,0,0,0,0,0,0
257890,0,0,0,0,0,0,0,0,0
66915,525,1110,1594,1560,2234,1179,1307,658,484
260301,0,0,0,1,0,0,1,0,0
14733,547,4509,11165,6819,6014,1279,8814,1940,637
100504295,0,0,1,0,0,0,0,0,0
387167,0,0,0,0,1,0,1,0,0
241158,5,15,66,39,22,10,26,4,4
67446,217,237,380,387,539,320,369,131,103
108657,1941,2225,2607,2354,4610,3365,2293,1182,1075
100037260,1,1,4,5,6,1,9,1,1
23830,195,396,573,428,684,329,343,226,151
64095,47,27,104,139,100,71,164,8,14
208760,0,0,3,6,0,0,1,0,0
16560,4,58,1927,2007,123,57,3984,26,5
11611,0,3,15,5,1,1,14,0,0
71874,19,61,1530,903,152,65,2259,25,11
381284,2,27,9,6,22,10,20,4,3
208777,311,454,639,732,866,845,1602,467,242
69821,425,724,895,866,1382,1080,1447,579,361
269224,132,246,996,752,532,233,771,116,98
66385,1150,1875,2207,1820,3675,1946,1704,1199,742
404545,6,24,16,9,33,11,9,13,4
110611,34306,32587,60651,53987,78427,74602,64598,18451,21840
18000,6366,8494,21382,15452,17091,12680,18212,5400,4543
227377,872,571,666,873,1536,1674,781,292,514
59041,4937,4798,5428,4634,9613,8923,5441,2912,3084
51800,34,62,2254,1806,152,75,1427,61,24
67026,746,1203,1930,1807,2189,1075,1377,626,451
66615,1500,1980,2745,2477,4163,2703,2730,1115,943
21915,634,1001,2893,2039,1975,917,1611,610,439
66262,2225,2011,3630,3221,3863,3118,3463,1081,1202
98314,160,202,184,153,331,175,133,112,70
381334,3,0,4,16,6,6,1,0,5
100041596,1,1,3,4,6,7,3,3,1
666009,10,22,12,22,30,19,14,16,12
619597,0,0,2,2,1,1,0,1,0
241159,0,0,0,0,0,0,0,0,0
18566,0,0,2,0,0,1,1,0,0
74689,0,0,0,0,0,0,0,0,0
67698,474,653,658,678,1082,718,440,355,270
20452,10,4,47,14,13,17,52,10,6
75381,0,0,0,0,0,0,0,0,0
100504401,5,13,38,27,24,20,37,4,1
73454,0,0,0,0,0,0,0,0,0
75159,0,0,0,0,0,0,0,0,0
227394,1,5,1,1,13,9,2,0,3
329217,8,24,0,0,45,28,2,20,8
67854,0,0,0,0,0,0,0,0,0
74441,0,0,0,0,0,0,0,0,0
634331,0,0,0,0,0,0,0,0,0
634346,0,0,0,1,1,2,0,0,0
52392,722,1434,1007,687,2823,1313,952,853,506
227399,1760,2008,4400,2377,4586,3527,3636,1590,1261
252876,106,152,203,162,289,192,171,135,102
18484,2652,7977,6608,7466,14227,6034,6773,4886,2298
78603,35,20,11,15,33,87,16,14,18
69030,0,0,3,1,0,1,0,0,0
70866,0,0,0,0,0,0,0,0,0
100504494,156,209,449,375,541,358,396,167,144
241175,1,0,0,0,4,3,0,0,0
100504525,0,0,0,0,0,0,0,0,0
23836,0,0,17,6,2,1,4,0,0
320311,12,60,214,288,87,30,226,27,16
100504568,0,2,4,1,0,0,0,1,0
27392,1779,2815,5010,3958,6110,3588,4548,1895,1277
227446,2704,2509,2686,2328,4743,4177,2759,1911,1764
100042023,241,390,500,531,924,554,505,268,168
21934,1264,186,1502,1732,630,1260,1481,134,725
635504,21,16,19,18,19,15,14,4,6
227449,1562,1175,4772,3812,3060,2835,5592,841,899
626049,6,2,2,4,4,2,4,0,2
98432,4369,2631,3220,3167,6323,6792,2856,1461,2677
12043,3752,593,1833,1965,2754,6458,2078,241,1601
320761,1,1,0,0,2,4,0,0,2
70750,1374,1295,2046,1806,3070,2254,2189,757,673
20479,4039,4411,5475,3492,8852,7318,5219,2860,2594
20724,3078,3806,11531,9038,10184,6501,16358,3202,2915
71869,2,1,7,6,6,12,8,8,2
241196,0,0,1,0,0,1,0,2,0
20248,0,0,0,0,0,0,0,0,0
394252,0,0,0,0,0,0,0,0,0
383548,0,0,0,0,1,0,0,34,0
381286,0,0,1,2,3,0,1,1,0
66957,33,32,16390,9012,298,267,10087,6,33
116872,0,0,40,29,1,2,36,9,1
18788,2,50,164,51,100,28,296,2194,28
241197,4,2,1905,1273,6,14,1000,16,3
20725,229,124,227,137,209,365,267,146,163
241201,0,0,0,0,0,0,0,0,0
227485,58,2,32,19,24,160,12,1,24
319901,880,455,3170,2075,992,1616,2778,225,476
636808,0,0,0,0,0,0,0,0,0
634762,0,0,0,0,0,0,0,0,0
22099,1389,2298,3256,3091,5322,3219,2646,1349,1006
67949,1311,1213,4258,3748,4138,3430,4698,888,944
76707,2739,2745,6811,6913,7345,5458,7265,1881,1751
68204,18,43,37,36,27,45,20,8,8
81879,2467,3251,839,1258,7105,6030,643,2340,2185
14633,45,64,237,188,183,103,142,81,42
16324,8337,9378,577,576,16748,17706,634,4911,4856
100502628,1,0,0,0,0,0,0,0,0
64143,5007,3317,2575,1869,7449,6979,2833,1431,2329
226351,1315,1266,2303,2148,2958,2357,2204,757,848
226352,1802,1972,761,742,4606,2980,813,1704,1349
19258,1212,1484,1892,1217,2990,2576,2426,1132,977
66343,33,139,75,66,226,63,49,76,34
226356,0,0,3,2,0,0,2,0,0
319229,0,1,1,4,0,0,1,0,0
170706,40,21,83,82,67,64,53,7,14
13167,4108,2571,4077,3432,8223,8502,3126,1320,2939
73103,41,55,133,105,123,86,96,34,43
68428,560,336,777,703,963,1487,796,78,327
226359,0,0,3,3,0,0,7,1,0
17167,0,0,0,0,0,1,1,5,0
13798,11,5,1,5,0,14,3,0,3
98452,0,0,1,0,0,0,0,0,0
72999,717,1733,2038,2121,2998,1320,1975,1221,523
70829,928,794,1287,1641,1883,1520,1243,513,509
15564,0,0,6,9,3,3,1,1,0
66942,271,286,757,630,725,528,710,191,166
100502702,0,0,1,0,0,0,0,0,0
269109,0,0,0,0,0,0,0,0,0
74117,4901,4753,14556,11862,11080,9388,12458,3100,3604
74150,2463,5291,3420,3060,9193,4715,3428,3937,2021
71111,25,184,9,9,205,70,3,61,19
72585,0,0,3,0,0,2,1,1,0
210356,132,1329,238,258,2056,394,285,1005,297
107895,554,4190,1257,1001,6980,1369,1130,1855,531
667090,2036,2237,2954,1168,2223,1586,1122,483,471
72160,2,6,2,5,10,3,2,2,0
266645,1,0,4,10,2,2,9,1,1
100502745,3,7,13,14,14,9,10,1,4
72949,2254,2141,2386,1510,4585,4808,3081,1723,1670
22625,3,4,3,2,3,3,1,1,1
226407,2932,4004,4059,3552,7869,5730,4209,2421,1943
226409,237,278,1180,1042,704,440,980,179,142
226412,2606,3197,4982,4035,6705,4317,4136,2347,1720
387147,0,0,0,1,0,1,0,0,0
67812,5835,5145,8094,6437,13313,12727,11096,4118,4379
226413,6,2,24,42,4,4,24,0,0
17219,1210,2021,6212,5871,4302,1974,3231,745,659
226414,2529,3407,4796,3549,7124,4547,3345,2195,1621
12767,5514,1229,490,1062,1911,4742,427,447,2866
210417,0,0,10,2,3,1,10,2,0
100042740,425,543,814,327,585,354,348,110,111
13137,120,61,6,6,202,365,8,31,89
13136,4684,2185,256,264,6709,13535,390,1525,2848
22789,0,1,0,0,0,1,0,0,0
12269,0,0,1,0,3,0,0,0,0
12270,4,8,2,12,25,19,4,17,6
18640,2999,5019,2756,1933,9854,7718,3662,4927,3045
226418,1753,1137,2365,1517,2338,3382,2147,891,936
212439,1196,1545,145,116,2752,2303,200,1367,829
64435,6,13,6,2,19,15,4,17,8
100502856,4,2,1,1,5,13,1,1,2
18703,1394,261,52,32,1785,4109,35,133,950
69169,4,0,17,15,6,10,20,2,2
93672,75,55,1878,1173,215,313,3310,29,63
58181,1,0,0,1,1,2,2,1,0
329244,4,2,100,66,10,6,245,1,1
16153,6,7,53,57,17,12,58,1,4
17164,7942,8089,18777,16940,20342,14916,18650,4702,4874
226419,673,1252,1137,897,2465,1480,1710,671,500
16865,1202,1821,2916,2479,3705,1978,2262,1050,745
54354,1047,692,887,1140,1346,1360,775,315,495
56489,170,499,2095,1782,806,397,2235,312,154
14270,1007,1359,2837,2190,2838,1663,3165,879,666
108900,29,27,86,147,61,43,53,12,8
26361,0,1,1,0,0,0,0,0,0
13034,99,618,11,6,1026,302,14,242,121
226421,3686,933,439,459,4862,8285,598,377,1962
320718,1120,313,223,278,1965,2714,314,70,259
212933,198,143,1208,1010,455,369,1201,74,89
98396,6843,5463,16850,12111,14431,11432,18390,3729,3759
226422,274,209,312,232,470,332,226,127,188
98415,2330,3787,7580,5515,8069,4621,6769,2424,1321
212980,3905,5437,541,427,7543,5872,556,2618,2462
13714,2631,2144,4562,3859,6123,6129,5589,1214,1476
213006,865,989,1291,1025,2198,1791,1440,481,486
18557,902,4610,1677,852,6791,2653,2893,2327,933
723818,0,0,0,0,0,0,0,0,0
213409,0,0,17,15,1,3,17,0,0
213417,51,135,85,54,234,100,123,24,21
74137,635,1215,1591,1479,2235,783,2972,543,388
68875,321,2016,799,961,2796,569,536,971,303
213452,1360,3733,2727,2663,5666,2501,2742,2365,1111
213464,989,1088,1228,1232,2312,1952,1358,702,712
74626,73,74,136,149,181,180,134,56,51
21367,10,7,4194,3980,28,67,7398,4,11
269116,22,6,111,94,63,38,132,9,17
100038653,0,0,0,0,0,0,0,0,0
16980,26,389,652,1112,528,72,558,108,28
17248,2584,1973,2391,1699,3959,4040,3064,2105,2083
240752,1025,1329,974,1076,2300,1030,749,1033,700
108954,5978,4812,12660,12774,12177,11746,10971,2913,3230
240753,7900,7887,850,1411,17307,10877,858,6788,5475
100502933,177,42,2,1,133,204,5,19,82
68338,4,0,0,3,2,4,2,2,2
280287,2,0,0,1,5,1,0,0,1
19701,1,0,9,13,11,7,30,1,1
214253,101,97,154,114,192,131,156,42,39
20668,1145,1208,2155,1888,2147,1359,1261,939,722
20643,434,600,1629,1320,1292,765,1135,365,331
70579,8999,8708,17636,12727,22403,18979,21215,8197,7604
667118,5638,5439,8852,6285,13190,12129,12394,5097,5218
240754,7,5,37,50,10,10,43,5,6
381290,87,120,1930,3055,642,198,2506,293,83
269120,5,24,197,297,37,20,204,8,4
116847,4231,3562,24583,34957,9172,4719,28090,2091,2662
100502984,0,0,5,7,0,0,11,0,0
14264,10,6,7116,11090,62,182,8991,23,25
100502999,10,26,25,20,28,22,8,7,5
12227,49866,29819,50050,61281,38385,36360,15882,22839,37474
667414,17,21,36,15,13,15,5,1,0
71884,8,17,16,8,71,44,24,99,13
12654,27117,2149,22416,16561,10548,65814,29498,508,7335
53311,351,43,2146,1200,388,1583,4672,26,77
11539,134,48,310,340,217,400,436,56,68
17928,1,0,2,8,1,0,1,0,0
68507,35,38,188,201,105,135,232,17,25
57439,3540,3649,5817,4515,8908,7112,5165,2471,2478
240755,0,0,1,1,0,0,0,0,1
72017,1028,824,1236,1123,1980,2001,949,422,612
72674,5245,7405,5943,4675,12466,6961,4444,3961,2874
100861791,0,0,0,0,0,1,0,1,0
240756,931,998,1417,1181,2227,1614,1330,690,541
98710,1171,1385,900,979,2179,1568,965,580,463
100503055,17,10,21,20,35,26,22,9,4
71001,0,0,0,4,1,0,1,0,1
75605,6786,5737,7684,8785,16599,14600,8892,3705,4339
20980,1,1,3,12,5,9,6,3,3
329251,620,309,796,1125,613,733,886,175,292
67196,53,100,203,172,121,60,122,64,36
329252,3366,970,16503,14719,3564,5015,13636,462,1604
13924,691,364,1622,799,1476,1234,714,178,259
100038590,2,0,0,0,8,10,1,0,3
320139,3,5,15,12,22,18,12,3,1
68724,1845,2272,2079,2046,5999,3968,2318,1654,1447
171469,2,9,13,14,14,8,5,5,4
13710,13475,15952,2344,2900,28826,19876,2269,8272,7722
215615,4091,4058,5596,4282,9387,5783,4355,2272,2973
21854,747,1023,1693,1406,2052,1418,1321,625,591
93689,546,121,5753,7757,354,428,5781,126,325
77552,44,173,381,474,317,92,387,102,55
226432,2358,3160,9226,8772,7037,4409,6759,1918,1561
215690,323,1520,3769,3349,2752,1070,2911,868,376
13007,18002,15890,85326,117585,30851,22964,85888,10384,14972
27280,358,621,7172,5670,968,561,6936,413,204
21952,6,1,65,27,2,2,41,4,1
16763,2955,4725,1846,1516,11901,5450,2572,3007,2301
21956,94,114,48,52,214,132,67,62,52
18772,718,2305,17649,17601,4932,1391,25768,2240,767
226438,0,0,1,1,0,0,0,0,0
66241,1106,1773,2919,2551,3684,1745,1896,862,654
12292,4,2,0,1,7,2,0,2,1
329253,0,0,0,1,0,0,0,0,0
16565,1522,226,639,374,650,1131,887,133,833
76422,16,12,136,88,63,105,249,7,16
67313,1357,1507,5387,3547,4429,4613,8386,732,553
100042513,0,0,0,0,1,0,0,1,0
383563,1,0,13,11,12,12,26,1,0
67886,3621,3421,8605,6308,9488,8293,10813,2317,2196
320054,7,10,12,9,23,5,10,11,6
67997,209,339,527,490,691,405,432,213,176
381293,47,67,946,792,135,73,788,40,41
71084,0,0,0,1,0,0,0,0,0
226442,1505,1712,3196,1953,2952,2607,4261,1084,1147
100503460,10,20,11,5,34,23,12,12,17
100503474,4,1,6,10,3,3,4,0,4
667686,25,67,208,156,153,98,134,31,42
26424,2,2,20,10,5,1,17,2,1
320138,0,0,0,0,0,1,0,0,0
735252,0,0,0,0,0,0,0,0,0
723890,0,0,0,0,0,0,0,0,0
19264,1,0,64,16,22,17,88,26,16
338375,0,1,0,0,1,0,0,0,0
59125,4459,29436,5091,4556,52192,13020,4370,20113,5924
545363,1,0,0,0,0,0,0,0,0
16876,2,0,0,1,0,1,0,1,0
69549,64,112,163,117,207,107,106,59,49
75546,0,0,0,0,0,0,0,0,0
329260,1366,1585,1863,1406,3329,2963,1914,1147,950
170788,1,0,1,0,0,0,0,0,0
71209,0,0,0,0,0,0,0,0,0
226470,1611,1572,3720,2161,3521,3680,3849,1214,1140
12316,98,139,2717,1664,348,193,2247,109,105
14060,0,0,0,0,0,0,0,0,0
50702,0,0,0,0,0,0,0,0,0
624286,0,0,0,0,0,0,0,0,0
214403,1,0,2,0,0,2,2,0,2
545366,0,0,1,0,0,0,0,0,0
12628,56,124,126,111,187,408,210,81,111
240776,3,1,4,8,0,12,6,1,2
75910,0,0,0,0,0,0,0,0,0
226472,0,0,1,0,0,0,0,0,0
214498,2021,2380,3290,2362,4870,3566,2968,1607,1321
26878,5,11,18,11,7,13,18,7,5
69367,257,726,930,733,1256,570,701,412,227
20822,565,1787,2044,1656,2693,1290,2141,1278,519
56207,770,1502,1858,1335,2938,1601,1300,1058,548
19735,1049,4107,6264,5932,3601,1357,5148,2347,673
100861894,0,0,0,0,0,0,0,0,0
246709,0,0,0,1,0,0,0,0,0
50778,0,3,29,20,27,12,46,14,9
624910,0,0,0,0,0,0,0,0,0
64214,0,0,3,1,0,2,2,3,1
215378,1,3,330,368,1,1,301,5,4
100043240,56,50,52,26,160,138,36,19,21
791353,0,0,0,0,0,0,0,0,0
100503781,0,0,0,0,0,0,0,0,0
18783,2864,1520,1411,1211,3912,4724,1152,1105,2173
320019,2,1,5,1,0,2,5,0,0
19225,2784,1751,3942,3615,2483,3932,4481,562,1387
100043257,2695,3387,9739,6997,6745,5077,5254,1801,1709
100043261,6,10,7,5,27,6,1,3,1
20028,1,0,0,1,0,1,0,0,0
75584,0,1,0,0,0,0,0,0,0
226499,1033,1248,1729,1266,2222,1853,1669,851,663
108989,7802,7072,15715,9628,16111,15004,15013,5089,4959
96875,50,13,24,22,24,120,88,9,45
545370,28,106,7984,12632,149,501,16304,68,99
402734,0,0,0,1,0,0,1,0,0
73176,0,0,0,0,0,0,0,0,0
117198,10811,5449,20873,13057,16844,26964,27290,4086,7349
66875,516,528,1067,794,1182,1145,908,425,347
98685,335,675,578,579,1502,755,596,579,365
19821,1759,2345,4573,3485,5569,4258,4618,1559,1230
100503012,248,683,1027,694,1385,769,731,371,225
63913,130,122,19800,26970,461,752,22545,80,116
66967,3089,2748,5433,4148,8711,9816,5605,1820,2352
69399,3655,1121,9546,9248,4400,6550,9876,531,1792
66637,159,257,707,712,436,294,437,134,120
269132,73,124,4913,5308,270,151,4876,75,67
19731,71,66,2983,3401,228,243,3211,64,59
100861876,2,5,59,30,8,7,62,0,1
71281,0,0,1,0,0,0,0,0,0
67771,4358,4309,8738,8263,11257,10185,9330,2647,3002
100503084,4,2,4,0,0,4,0,1,5
17970,38,7,53,37,47,168,47,7,29
226517,4502,4190,6749,5666,11376,10121,7834,2979,3050
226518,33,133,7,15,188,85,14,17,13
16782,4162,12043,66833,66340,26126,11615,76547,6816,3723
226519,3945,7995,78623,73524,17389,9932,72585,4921,2907
626058,1,4,6,14,4,2,4,3,2
71836,2,1,8,8,8,4,8,0,0
13211,8112,8781,22864,18414,26415,20393,22696,6655,5801
74091,2,3,165,87,13,8,126,17,6
67792,0,0,13,9,1,2,9,1,0
329271,0,0,2,3,0,2,0,0,0
19734,501,345,1227,811,969,390,728,180,104
24014,3258,560,106,61,3254,7969,208,224,1203
240816,0,7,6,1,10,5,11,5,2
240817,1,0,1,1,0,2,2,0,1
433365,0,0,0,0,0,0,1,0,0
240819,0,0,0,0,0,0,0,0,0
14645,15183,137053,5110,5387,140043,26475,4346,55792,16063
100861882,0,0,0,0,2,0,0,0,0
207678,0,0,1,0,0,0,0,0,0
78112,0,0,0,0,0,0,0,0,0
12290,0,0,12,12,1,1,21,4,2
15939,32100,19849,16067,13783,36018,42853,13915,9805,17007
15064,893,1528,1502,1263,2979,1532,1520,1070,606
58244,2602,2218,6465,5338,5160,4033,4509,1173,1249
207792,101,53,1744,1743,108,191,1569,14,40
100503411,0,0,2,1,1,1,3,0,1
19775,1994,5982,6433,4494,13319,4725,7293,3408,1538
433367,3,2,25,25,4,6,60,2,1
72482,1122,1619,2583,2223,3045,1553,1847,984,717
16872,0,1,1,0,0,0,0,0,0
100861926,1,0,0,0,2,2,0,1,0
104009,6716,10354,4271,3475,18934,11933,3693,5566,3010
74081,3004,3257,3633,3434,8718,7470,4423,2643,2086
208263,4648,4270,6243,6365,11654,9700,6381,2706,3022
240832,5825,7547,15714,14598,18717,11238,14924,5434,4205
329274,4,1,2,1,2,0,4,0,1
214575,4,33,5,5,82,16,9,31,13
170484,5,15,83,78,22,7,88,10,5
77352,2,12,15,23,32,12,50,23,9
20652,89,1074,3221,2565,2252,510,4268,800,172
11352,3348,6378,22279,16282,14838,8561,25657,3916,2490
30935,547,2973,1732,1493,4217,1301,2165,1501,496
100503836,0,0,0,1,0,0,0,0,0
215015,1903,5804,7832,7208,10559,4336,6739,3310,1461
78255,73,562,6399,5119,1152,297,4894,459,124
72713,12,12,28,43,6,42,50,5,9
73435,0,3,5,6,2,3,7,0,0
226525,694,611,2513,2015,1411,1072,2598,422,467
69953,175,222,1187,903,536,369,948,99,101
226527,243,242,149,99,416,362,120,81,114
89867,332,83,208,139,308,782,262,33,207
100504090,19,16,100,50,53,28,94,10,10
240843,0,3,7,11,0,0,11,2,0
11899,1,0,14,41,2,1,20,0,0
735253,0,0,0,0,0,0,0,0,0
23850,1,14,191,226,5,13,244,17,11
72025,0,0,0,3,0,0,1,0,0
26374,484,623,1321,1063,1464,1204,1111,435,289
100217414,7,2,1,3,4,9,14,3,0
21960,7,67,35,32,77,25,40,42,16
67647,3095,10814,14647,9433,18557,5232,15739,7104,3280
75255,62,188,138,44,219,98,113,163,96
329278,8,32,115,83,36,19,194,12,7
64659,635,1159,1783,1355,2009,1166,1011,593,443
12301,816,983,4259,3028,2282,1729,3479,838,590
29809,1282,1398,4084,3377,2753,2136,4583,947,853
100316784,0,0,0,0,0,0,0,0,1
620246,0,5,13,11,1,6,14,0,0
620750,7,9,16,16,16,11,4,3,2
381305,5256,4660,8814,7048,12723,11507,9245,3232,3099
11905,6,7,11,12,18,30,14,8,3
240869,330,283,366,301,539,481,459,246,198
14455,7128,5816,10586,5932,9163,12363,9101,4875,5646
100628588,0,0,0,0,0,0,0,0,0
100217446,24,24,72,34,66,131,98,38,52
226539,242,573,805,684,963,393,511,330,194
70454,152,668,611,546,1105,412,422,493,199
226541,193,453,974,1059,849,469,696,305,148
73844,0,0,46,39,0,3,35,0,0
100502590,0,0,2,0,0,2,0,0,0
11758,3925,10237,7955,7469,19239,8178,7320,7203,3271
22164,11,11,7,6,10,4,11,2,0
240873,88,8,16,18,32,158,11,2,17
14103,1,0,4,1,2,2,2,2,2
226551,4726,3587,11736,8549,9729,12547,13330,2687,3357
75368,2,3,0,2,1,0,1,1,1
67292,364,401,341,339,821,489,276,307,248
103967,113,30,155,148,147,251,283,23,61
72753,3,1,1,2,2,5,5,0,1
474332,8,24,21,15,10,86,60,7,30
723821,0,0,0,0,0,0,0,0,0
387210,0,0,0,0,0,0,0,0,0
71449,367,291,882,814,559,476,846,150,215
53330,316,374,635,483,767,560,519,282,206
17926,17,36,19,27,5,78,41,4,26
100038657,0,0,0,1,0,0,0,0,0
226562,18793,16479,27763,25088,42318,37646,38689,11829,11270
226564,4,29,17,14,57,12,25,14,7
14261,103,425,355,291,1444,496,495,207,161
55990,502,3276,2028,2228,6510,1501,2581,1648,626
226565,0,5,16,11,9,0,13,2,0
14262,8,262,5,7,961,93,2,101,17
78258,0,0,0,0,0,0,0,0,0
18933,96,124,872,865,75,431,739,57,139
98376,279,390,629,449,764,584,643,290,210
240879,0,0,0,0,0,0,0,0,0
16579,636,944,2597,2531,2207,1481,2530,550,459
240880,699,1463,884,761,2295,1397,1087,1076,579
381306,118,135,568,441,289,181,329,93,105
69962,48,71,68,84,154,94,71,55,32
20339,5,15,622,258,519,204,1250,169,53
20343,0,0,1,3,2,5,4,1,0
20344,10,72,1508,1136,2646,850,4505,683,240
100503816,0,1,17,16,8,15,66,9,5
14067,11,148,32,29,259,71,46,98,24
116914,2181,1382,2906,1943,3172,4213,3086,898,1349
74895,481,652,353,341,1165,592,254,490,292
66352,1082,1677,2168,1419,3572,2450,1785,1195,850
171567,474,884,1370,1355,1747,877,1096,471,320
11931,5635,4859,485,559,13945,10518,384,2875,2861
56429,661,869,607,755,306,2564,1003,131,573
433374,0,0,0,1,2,2,0,0,0
16963,0,0,0,0,0,0,1,0,0
69476,0,0,0,0,0,0,0,0,0
75857,0,0,0,0,1,0,0,0,0
83993,1,1,5,2,3,0,0,0,1
108735,4771,7051,5635,6386,16079,8732,5342,4055,2877
226591,1205,1495,2546,2495,3369,2671,2221,995,824
240888,23,18,946,857,48,56,705,5,10
74106,1839,2022,2457,2236,4294,3693,2857,1368,1092
70456,596,1010,1326,1383,2545,1710,1177,668,620
271639,13,9,6,4,16,50,9,20,22
68481,4741,3160,4970,4437,10589,10609,4338,1586,2200
100503268,11,5,5,2,7,17,5,6,6
226594,32,44,495,556,69,43,311,23,33
100503283,0,0,1,1,0,1,0,0,0
433375,1000,807,2233,2192,2485,2345,1756,472,610
12503,8,1,5,2,3,10,5,0,1
18986,1036,982,1751,1270,2197,1596,1817,851,668
240892,0,0,0,0,5,4,2,1,1
59290,1,5,58,30,12,7,25,1,2
98558,0,1,10,3,0,0,3,0,1
100039795,82,97,579,794,99,191,599,30,44
100503318,13,12,20,28,22,17,20,10,6
27878,742,781,1763,1380,1876,1581,1972,514,539
71592,3236,3383,3835,3340,7703,6571,5563,2329,1892
226601,0,0,2,0,1,0,0,0,0
226604,43,944,3,1,537,58,15,14,6
240894,1,43,0,0,56,4,0,20,4
100503962,0,0,17,19,0,2,18,0,0
226610,2,7,630,652,17,32,557,4,4
80914,1657,2467,3009,2735,5091,3613,2650,1414,849
68944,1389,1559,2539,2297,3169,2024,2092,983,726
100862084,0,0,0,1,0,1,1,0,0
56752,1534,2625,4602,4498,5402,2940,3217,1378,912
66447,380,1049,789,649,1777,766,540,702,357
240899,0,0,0,1,0,0,0,0,0
100503977,0,0,1,0,1,0,1,0,0
20183,1,0,6,4,0,1,2,1,0
110648,13,7,8,6,3,22,23,1,7
18514,4466,2832,12485,13695,9169,7925,13206,1693,2513
66977,53,81,1299,816,171,82,768,49,33
19737,10,22,201,124,119,65,327,54,31
100862094,4,16,159,73,90,42,222,47,15
19736,7,55,146,240,86,24,191,134,39
78465,1,2,4,5,5,1,3,0,2
15490,575,585,1820,1281,1660,1290,1407,372,380
67303,3,4,5,4,4,4,7,3,2
18214,361,280,869,920,180,1075,1195,109,283
107652,4131,2494,7662,5548,9425,12984,11996,1409,2853
16589,739,1032,829,726,2190,1444,1137,577,465
545378,0,1,0,1,4,15,1,2,1
622708,4,7,1,2,6,6,3,3,0
26904,9,12,5,4,39,55,11,6,15
665574,2896,1047,602,698,3258,4697,802,464,1321
76925,72,25,4,4,29,82,8,9,48
70729,1279,457,243,257,1148,1628,267,180,500
320078,104,821,164,168,1164,490,207,607,190
226641,3774,4888,5264,4687,12907,8521,7076,2753,2324
80915,228,362,700,679,800,423,571,232,160
435653,0,0,2,0,1,1,2,0,0
98752,0,0,5,0,1,0,1,1,0
14130,2,1,24,16,15,19,18,11,11
246256,7,6,1,3,13,11,4,7,0
14131,4,2,20,7,16,13,13,7,6
75472,38,369,41,29,601,96,34,316,73
66052,1520,3453,6200,5848,7123,3499,4953,2045,1208
17528,1,103,239,170,186,38,137,57,27
66425,0,4,55,114,18,7,70,21,9
12355,0,3,4,7,0,0,3,0,0
641376,353,760,1521,1357,1310,663,1010,380,252
11807,0,0,0,3,0,0,0,0,0
14127,3,4,10,9,30,11,16,4,6
226646,3483,6067,9272,7579,11590,6019,6279,3223,2085
240913,478,293,5129,3326,3001,1960,10018,538,285
57370,1308,2537,1875,1552,4169,2487,1445,1542,1034
19044,708,1071,1172,1004,1780,1065,1195,788,615
30941,361,803,1177,1029,1339,612,903,529,286
