,rownames,ENTREZID,SYMBOL,TXCHROM
269109,766,269109,Dpp10,chr1
74117,767,74117,Actr3,chr1
74150,768,74150,Slc35f5,chr1
71111,769,71111,Gpr39,chr1
72585,770,72585,Lypd1,chr1
210356,771,210356,Nckap5,chr1
107895,772,107895,Mgat5,chr1
667090,773,667090,Gm8451,NA
72160,774,72160,Tmem163,chr1
266645,775,266645,Acmsd,chr1
100502745,776,100502745,2900009J06Rik,chr1
72949,777,72949,Ccnt2,chr1
22625,778,22625,Map3k19,chr1
226407,779,226407,Rab3gap1,chr1
226409,780,226409,Zranb3,chr1
226412,781,226412,R3hdm1,chr1
387147,782,387147,Mir128-1,chr1
67812,783,67812,Ubxn4,chr1
226413,784,226413,Lct,chr1
17219,785,17219,Mcm6,chr1
226414,786,226414,Dars,chr1
12767,787,12767,Cxcr4,chr1
210417,788,210417,Thsd7b,chr1
100042740,789,100042740,Rpl31-ps9,NA
13137,790,13137,Cd55b,chr1
13136,791,13136,Cd55,chr1
22789,792,22789,Zp3r,chr1
12269,793,12269,C4bp,chr1
12270,794,12270,C4bp-ps1,chr1
18640,795,18640,Pfkfb2,chr1
226418,796,226418,Yod1,chr1
212439,797,212439,AA986860,chr1
64435,798,64435,Fcamr,chr1
100502856,799,100502856,NA,NA
18703,800,18703,Pigr,chr1
69169,801,69169,Fcmr,chr1
93672,802,93672,Il24,chr1
58181,803,58181,Il20,chr1
329244,804,329244,Il19,chr1
16153,805,16153,Il10,chr1
17164,806,17164,Mapkapk2,chr1
226419,807,226419,Dyrk3,chr1
16865,808,16865,Eif2d,chr1
54354,809,54354,Rassf5,chr1
56489,810,56489,Ikbke,chr1
14270,811,14270,Srgap2,chr1
108900,812,108900,Fam72a,chr1
26361,813,26361,Avpr1b,chr1
13034,814,13034,Ctse,chr1
226421,815,226421,Rab7b,chr1
320718,816,320718,Slc26a9,chr1
212933,817,212933,Pm20d1,chr1
98396,818,98396,Slc41a1,chr1
226422,819,226422,Rab29,chr1
98415,820,98415,Nucks1,chr1
212980,821,212980,Slc45a3,chr1
13714,822,13714,Elk4,chr1
213006,823,213006,Mfsd4a,chr1
18557,824,18557,Cdk18,chr1
723818,825,723818,Mir135b,chr1
213409,826,213409,Lemd1,chr1
213417,827,213417,Klhdc8a,chr1
74137,828,74137,Nuak2,chr1
68875,829,68875,Tmcc2,chr1
213452,830,213452,Dstyk,chr1
213464,831,213464,Rbbp5,chr1
74626,832,74626,Tmem81,chr1
21367,833,21367,Cntn2,chr1
269116,834,269116,Nfasc,chr1
100038653,835,100038653,Gm10538,chr1
16980,836,16980,Lrrn2,chr1
17248,837,17248,Mdm4,chr1
240752,838,240752,Pik3c2b,chr1
108954,839,108954,Ppp1r15b,chr1
240753,840,240753,Plekha6,chr1
100502933,841,100502933,Gm19461,chr1
68338,842,68338,Golt1a,chr1
280287,843,280287,Kiss1,chr1
19701,844,19701,Ren1,chr1
214253,845,214253,Etnk2,chr1
20668,846,20668,Sox13,chr1
20643,847,20643,Snrpe,chr1
70579,848,70579,Zc3h11a,chr1
667118,849,667118,Zbed6,chr1
240754,850,240754,Lax1,chr1
381290,851,381290,Atp2b4,chr1
269120,852,269120,Optc,chr1
116847,853,116847,Prelp,chr1
100502984,854,100502984,NA,NA
14264,855,14264,Fmod,chr1
100502999,856,100502999,NA,NA
12227,857,12227,Btg2,chr1
667414,858,667414,Gm8618,NA
71884,859,71884,Chit1,chr1
12654,860,12654,Chil1,chr1
53311,861,53311,Mybph,chr1
11539,862,11539,Adora1,chr1
17928,863,17928,Myog,chr1
68507,864,68507,Ppfia4,chr1
57439,865,57439,Tmem183a,chr1
240755,866,240755,Mgat4f,chr1
72017,867,72017,Cyb5r1,chr1
72674,868,72674,Adipor1,chr1
100861791,869,100861791,NA,NA
240756,870,240756,Klhl12,chr1
98710,871,98710,Rabif,chr1
100503055,872,100503055,NA,NA
71001,873,71001,Mgat4e,chr1
75605,874,75605,Kdm5b,chr1
20980,875,20980,Syt2,chr1
329251,876,329251,Ppp1r12b,chr1
67196,877,67196,Ube2t,chr1
329252,878,329252,Lgr6,chr1
13924,879,13924,Ptprv,chr1
100038590,880,100038590,Gm10535,NA
320139,881,320139,Ptpn7,chr1
68724,882,68724,Arl8a,chr1
171469,883,171469,Gpr37l1,chr1
13710,884,13710,Elf3,chr1
215615,885,215615,Rnpep,chr1
21854,886,21854,Timm17a,chr1
93689,887,93689,Lmod1,chr1
77552,888,77552,Shisa4,chr1
226432,889,226432,Ipo9,chr1
215690,890,215690,Nav1,chr1
13007,891,13007,Csrp1,chr1
27280,892,27280,Phlda3,chr1
21952,893,21952,Tnni1,chr1
16763,894,16763,Lad1,chr1
21956,895,21956,Tnnt2,chr1
18772,896,18772,Pkp1,chr1
226438,897,226438,Igfn1,chr1
66241,898,66241,Tmem9,chr1
12292,899,12292,Cacna1s,chr1
329253,900,329253,Gm15850,chr1
16565,901,16565,Kif21b,chr1
76422,902,76422,Mroh3,chr1
67313,903,67313,Inava,chr1
100042513,904,100042513,Gm3878,NA
383563,905,383563,Gpr25,chr1
67886,906,67886,Camsap2,chr1
320054,907,320054,9230116N13Rik,chr1
67997,908,67997,Ddx59,chr1
381293,909,381293,Kif14,chr1
71084,910,71084,4933409D19Rik,NA
226442,911,226442,Zfp281,chr1
100503460,912,100503460,Gm19705,chr1
100503474,913,100503474,Platr22,chr1
667686,914,667686,Gm8762,NA
26424,915,26424,Nr5a2,chr1
320138,916,320138,A130050O07Rik,NA
735252,917,735252,Mir181a-1,chr1
723890,918,723890,Mir181b-1,chr1
19264,919,19264,Ptprc,chr1
338375,920,338375,Atp6v1g3,chr1
59125,921,59125,Nek7,chr1
545363,922,545363,Gm5833,chr1
16876,923,16876,Lhx9,chr1
69549,924,69549,2310009B15Rik,chr1
75546,925,75546,1700019P21Rik,chr1
329260,926,329260,Dennd1b,chr1
170788,927,170788,Crb1,chr1
71209,928,71209,4933436E23Rik,chr1
226470,929,226470,Zbtb41,chr1
12316,930,12316,Aspm,chr1
14060,931,14060,F13b,chr1
50702,932,50702,Cfhr1,chr1
624286,933,624286,Cfhr3,NA
214403,934,214403,Cfhr4,chr1
545366,935,545366,Cfhr2,chr1
12628,936,12628,Cfh,chr1
240776,937,240776,Kcnt2,chr1
75910,938,75910,4930590L20Rik,chr1
226472,939,226472,Gm4845,NA
214498,940,214498,Cdc73,chr1
26878,941,26878,B3galt2,chr1
69367,942,69367,Glrx2,chr1
20822,943,20822,Ro60,chr1
56207,944,56207,Uchl5,chr1
19735,945,19735,Rgs2,chr1
100861894,946,100861894,NA,NA
246709,947,246709,Rgs13,chr1
50778,948,50778,Rgs1,chr1
624910,949,624910,Rgs21,chr1
64214,950,64214,Rgs18,chr1
215378,951,215378,Brinp3,chr1
100043240,952,100043240,Gm15583,NA
791353,953,791353,Gm9931,NA
100503781,954,100503781,NA,NA
18783,955,18783,Pla2g4a,chr1
320019,956,320019,Ptgs2os,chr1
19225,957,19225,Ptgs2,chr1
100043257,958,100043257,Rbm3-ps,NA
100043261,959,100043261,NA,NA
20028,960,20028,Pdc,chr1
75584,961,75584,2310030A07Rik,chr1
226499,962,226499,Odr4,chr1
108989,963,108989,Tpr,chr1
96875,964,96875,Prg4,chr1
545370,965,545370,Hmcn1,chr1
402734,966,402734,C730036E19Rik,chr1
73176,967,73176,3110040M04Rik,NA
117198,968,117198,Ivns1abp,chr1
66875,969,66875,Swt1,chr1
98685,970,98685,Trmt1l,chr1
19821,971,19821,Rnf2,chr1
100503012,972,100503012,NA,NA
63913,973,63913,Niban1,chr1
66967,974,66967,Edem3,chr1
69399,975,69399,1700025G04Rik,chr1
66637,976,66637,Tsen15,chr1
269132,977,269132,Colgalt2,chr1
19731,978,19731,Rgl1,chr1
100861876,979,100861876,NA,NA
71281,980,71281,Apobec4,chr1
67771,981,67771,Arpc5,chr1
100503084,982,100503084,NA,NA
17970,983,17970,Ncf2,chr1
226517,984,226517,Smg7,chr1
226518,985,226518,Nmnat2,chr1
16782,986,16782,Lamc2,chr1
226519,987,226519,Lamc1,chr1
626058,988,626058,E330020D12Rik,chr1
71836,989,71836,Shcbp1l,chr1
13211,990,13211,Dhx9,chr1
74091,991,74091,Npl,chr1
67792,992,67792,Rgs8,chr1
329271,993,329271,C230024C17Rik,chr1
19734,994,19734,Rgs16,chr1
24014,995,24014,Rnasel,chr1
240816,996,240816,Rgsl1,chr1
240817,997,240817,Teddm2,chr1
433365,998,433365,Teddm1b,chr1
240819,999,240819,Teddm1a,chr1
14645,1000,14645,Glul,chr1
100861882,1001,100861882,NA,NA
207678,1002,207678,NA,NA
78112,1003,78112,4930452N14Rik,chr1
12290,1004,12290,Cacna1e,chr1
15939,1005,15939,Ier5,chr1
15064,1006,15064,Mr1,chr1
58244,1007,58244,Stx6,chr1
207792,1008,207792,BC034090,chr1
100503411,1009,100503411,NA,NA
19775,1010,19775,Xpr1,chr1
433367,1011,433367,Gm5532,chr1
72482,1012,72482,Acbd6,chr1
16872,1013,16872,Lhx4,chr1
100861926,1014,100861926,NA,NA
104009,1015,104009,Qsox1,chr1
74081,1016,74081,Cep350,chr1
208263,1017,208263,Tor1aip1,chr1
240832,1018,240832,Tor1aip2,chr1
329274,1019,329274,Fam163a,chr1
214575,1020,214575,Tdrd5,chr1
170484,1021,170484,Nphs2,chr1
77352,1022,77352,Axdnd1,chr1
20652,1023,20652,Soat1,chr1
11352,1024,11352,Abl2,chr1
30935,1025,30935,Tor3a,chr1
100503836,1026,100503836,Gm19918,NA
215015,1027,215015,Fam20b,chr1
78255,1028,78255,Ralgps2,chr1
72713,1029,72713,Angptl1,chr1
73435,1030,73435,Tex35,chr1
226525,1031,226525,Rasal2,chr1
69953,1032,69953,2810025M15Rik,chr1
226527,1033,226527,Cryzl2,chr1
89867,1034,89867,Sec16b,chr1
100504090,1035,100504090,NA,NA
240843,1036,240843,Brinp2,chr1
11899,1037,11899,Astn1,chr1
735253,1038,735253,Mir488,chr1
23850,1039,23850,Pappa2,chr1
72025,1040,72025,1600012P17Rik,chr1
26374,1041,26374,Cop1,chr1
100217414,1042,100217414,Scarna3a,chr1
21960,1043,21960,Tnr,chr1
67647,1044,67647,4930523C07Rik,chr1
75255,1045,75255,4930562F07Rik,chr1
329278,1046,329278,Tnn,chr1
64659,1047,64659,Mrps14,chr1
12301,1048,12301,Cacybp,chr1
29809,1049,29809,Rabgap1l,chr1
100316784,1050,100316784,Mir1927,chr1
620246,1051,620246,Gpr52,NA
620750,1052,620750,Gm6177,NA
381305,1053,381305,Rc3h1,chr1
11905,1054,11905,Serpinc1,chr1
240869,1055,240869,Zbtb37,chr1
14455,1056,14455,Gas5,chr1
100628588,1057,100628588,NA,NA
100217446,1058,100217446,Snord47,chr1
226539,1059,226539,Dars2,chr1
70454,1060,70454,Cenpl,chr1
226541,1061,226541,Klhl20,chr1
73844,1062,73844,Ankrd45,chr1
100502590,1063,100502590,Tex50,chr1
11758,1064,11758,Prdx6,chr1
22164,1065,22164,Tnfsf4,chr1
240873,1066,240873,Tnfsf18,chr1
14103,1067,14103,Fasl,chr1
226551,1068,226551,Suco,chr1
75368,1069,75368,4930558K02Rik,chr1
67292,1070,67292,Pigc,chr1
103967,1071,103967,Dnm3,chr1
72753,1072,72753,2810442N19Rik,chr1
474332,1073,474332,Dnm3os,chr1
723821,1074,723821,Mir199a-2,chr1
387210,1075,387210,Mir214,chr1
71449,1076,71449,Mettl13,chr1
53330,1077,53330,Vamp4,chr1
17926,1078,17926,Myoc,chr1
100038657,1079,100038657,Myocos,chr1
226562,1080,226562,Prrc2c,chr1
226564,1081,226564,Fmo4,chr1
14261,1082,14261,Fmo1,chr1
55990,1083,55990,Fmo2,chr1
226565,1084,226565,Fmo6,chr1
14262,1085,14262,Fmo3,chr1
78258,1086,78258,Mroh9,chr1
18933,1087,18933,Prrx1,chr1
98376,1088,98376,Gorab,chr1
240879,1089,240879,Ntmt2,chr1
16579,1090,16579,Kifap3,chr1
240880,1091,240880,Scyl3,chr1
381306,1092,381306,BC055324,chr1
69962,1093,69962,Mettl18,chr1
20339,1094,20339,Sele,chr1
20343,1095,20343,Sell,chr1
20344,1096,20344,Selp,chr1
100503816,1097,100503816,Gm16548,chr1
14067,1098,14067,F5,chr1
116914,1099,116914,Slc19a2,chr1
74895,1100,74895,Ccdc181,chr1
66352,1101,66352,Blzf1,chr1
171567,1102,171567,Nme7,chr1
11931,1103,11931,Atp1b1,chr1
56429,1104,56429,Dpt,chr1
433374,1105,433374,Gm20743,chr1
16963,1106,16963,Xcl1,chr1
69476,1107,69476,1700029M03Rik,NA
75857,1108,75857,4930568G15Rik,chr1
83993,1109,83993,Tbx19,chr1
108735,1110,108735,Sft2d2,chr1
226591,1111,226591,Tiprl,chr1
240888,1112,240888,Gpr161,chr1
74106,1113,74106,Dcaf6,chr1
70456,1114,70456,Mpc2,chr1
271639,1115,271639,Adcy10,chr1
68481,1116,68481,Mpzl1,chr1
100503268,1117,100503268,Gm19622,NA
226594,1118,226594,Rcsd1,chr1
100503283,1119,100503283,NA,NA
433375,1120,433375,Creg1,chr1
12503,1121,12503,Cd247,chr1
18986,1122,18986,Pou2f1,chr1
240892,1123,240892,Styxl2,chr1
59290,1124,59290,Gpa33,chr1
98558,1125,98558,Mael,chr1
100039795,1126,100039795,Ildr2,chr1
100503318,1127,100503318,Gm15853,NA
27878,1128,27878,Tada1,chr1
71592,1129,71592,Pogk,chr1
226601,1130,226601,Gm4846,chr1
226604,1131,226604,Gm4847,chr1
240894,1132,240894,Fmo9,chr1
100503962,1133,100503962,Gm16701,chr1
226610,1134,226610,Fam78b,chr1
80914,1135,80914,Uck2,chr1
68944,1136,68944,Tmco1,chr1
100862084,1137,100862084,NA,NA
56752,1138,56752,Aldh9a1,chr1
66447,1139,66447,Mgst3,chr1
240899,1140,240899,Lrrc52,chr1
100503977,1141,100503977,NA,NA
20183,1142,20183,Rxrg,chr1
110648,1143,110648,Lmx1a,chr1
18514,1144,18514,Pbx1,chr1
66977,1145,66977,Nuf2,chr1
19737,1146,19737,Rgs5,chr1
100862094,1147,100862094,NA,NA
19736,1148,19736,Rgs4,chr1
78465,1149,78465,Ccdc190,chr1
15490,1150,15490,Hsd17b7,chr1
67303,1151,67303,3110045C21Rik,chr1
18214,1152,18214,Ddr2,chr1
107652,1153,107652,Uap1,chr1
16589,1154,16589,Uhmk1,chr1
545378,1155,545378,Sh2d1b2,chr1
622708,1156,622708,Gm6345,chr1
26904,1157,26904,Sh2d1b1,chr1
665574,1158,665574,Gm7694,chr1
76925,1159,76925,Spata46,chr1
70729,1160,70729,Nos1ap,chr1
320078,1161,320078,Olfml2b,chr1
226641,1162,226641,Atf6,chr1
80915,1163,80915,Dusp12,chr1
435653,1164,435653,Fcrlb,chr1
98752,1165,98752,Fcrla,chr1
14130,1166,14130,Fcgr2b,chr1
246256,1167,246256,Fcgr4,chr1
14131,1168,14131,Fcgr3,chr1
75472,1169,75472,Cfap126,chr1
66052,1170,66052,Sdhc,chr1
17528,1171,17528,Mpz,chr1
66425,1172,66425,Pcp4l1,chr1
12355,1173,12355,Nr1i3,chr1
641376,1174,641376,Tomm40l,chr1
11807,1175,11807,Apoa2,chr1
14127,1176,14127,Fcer1g,chr1
226646,1177,226646,Ndufs2,chr1
240913,1178,240913,Adamts4,chr1
57370,1179,57370,B4galt3,chr1
19044,1180,19044,Ppox,chr1
30941,1181,30941,Usp21,chr1
66155,1182,66155,Ufc1,chr1
100862110,1183,100862110,NA,NA
100504072,1184,100504072,NA,NA
21945,1185,21945,Dedd,chr1
27045,1186,27045,Nit1,chr1
18637,1187,18637,Pfdn2,chr1
68874,1188,68874,Klhdc9,chr1
71740,1189,71740,Nectin4,chr1
226652,1190,226652,Arhgap30,chr1
22278,1191,22278,Usf1,chr1
226654,1192,226654,Tstd1,chr1
16456,1193,16456,F11r,chr1
56009,1194,56009,Alyref2,chr1
16429,1195,16429,Itln1,chr1
18106,1196,18106,Cd244a,chr1
17085,1197,17085,Ly9,chr1
75345,1198,75345,Slamf7,chr1
12506,1199,12506,Cd48,chr1
100041098,1200,100041098,NA,NA
27218,1201,27218,Slamf1,chr1
12523,1202,12523,Cd84,chr1
100038548,1203,100038548,Gm10521,NA
100862186,1204,100862186,NA,NA
30925,1205,30925,Slamf6,chr1
93840,1206,93840,Vangl2,chr1
18071,1207,18071,Nhlh1,chr1
59287,1208,59287,Ncstn,chr1
12847,1209,12847,Copa,chr1
100504176,1210,100504176,Gm20101,NA
19298,1211,19298,Pex19,chr1
98193,1212,98193,Dcaf8,chr1
18611,1213,18611,Pea15a,chr1
12372,1214,12372,Casq1,chr1
27222,1215,27222,Atp1a4,chr1
98660,1216,98660,Atp1a2,chr1
140559,1217,140559,Igsf8,chr1
16524,1218,16524,Kcnj9,chr1
16513,1219,16513,Kcnj10,chr1
67556,1220,67556,Pigm,chr1
100862199,1221,100862199,NA,NA
98365,1222,98365,Slamf9,chr1
93842,1223,93842,Igsf9,chr1
21346,1224,21346,Tagln2,chr1
71870,1225,71870,Cfap45,chr1
71319,1226,71319,4933439K11Rik,chr1
240916,1227,240916,Vsig8,chr1
74748,1228,74748,Slamf8,chr1
677296,1229,677296,Fcrl6,chr1
68440,1230,68440,Dusp23,chr1
100040320,1231,100040320,NA,NA
12944,1232,12944,Crp,chr1
20219,1233,20219,Apcs,chr1
18313,1234,18313,Or10j5,chr1
258759,1235,258759,Or10j27,chr1
258758,1236,258758,Or10j7,chr1
258880,1237,258880,Or10j3,chr1
258881,1238,258881,Or10j3b,chr1
14125,1239,14125,Fcer1a,chr1
258645,1240,258645,Or10j2,chr1
100504232,1241,100504232,Mptx2,chr1
13349,1242,13349,Ackr1,chr1
94332,1243,94332,Cadm3,chr1
383619,1244,383619,Aim2,chr1
240921,1245,240921,NA,NA
545384,1246,545384,Ifi214,chr1
623121,1247,623121,Ifi213,chr1
236312,1248,236312,Ifi209,chr1
100033459,1249,100033459,Ifi208,chr1
100504251,1250,100504251,NA,NA
226691,1251,226691,Ifi207,chr1
15951,1252,15951,Ifi204,chr1
100504287,1253,100504287,Ifi203-ps,NA
666028,1254,666028,Gm7897,NA
100040462,1255,100040462,Mndal,chr1
381308,1256,381308,Ifi211,chr1
15950,1257,15950,Ifi203,chr1
26388,1258,26388,Ifi202b,chr1
226695,1259,226695,Ifi205,chr1
258712,1260,258712,Or10aa1,chr1
258711,1261,258711,Or10aa3,chr1
258713,1262,258713,Or6n2,chr1
258717,1263,258717,Or6n1,chr1
259162,1264,259162,Or6k14,chr1
404222,1265,404222,Or6k6,chr1
258716,1266,258716,Or6k4,chr1
258715,1267,258715,Olfr421-ps1,chr1
258302,1268,258302,Or6k2,chr1
20739,1269,20739,Spta1,chr1
258710,1270,258710,Or10z1,chr1
66289,1271,66289,Mptx1,chr1
258238,1272,258238,Or10x1,chr1
258709,1273,258709,Or10x4,chr1
258756,1274,258756,Or6p1,chr1
546747,1275,546747,Or6y1,chr1
54418,1276,54418,Fmn2,chr1
23893,1277,23893,Grem2,chr1
24012,1278,24012,Rgs7,chr1
14194,1279,14194,Fh1,chr1
98256,1280,98256,Kmo,chr1
13603,1281,13603,Opn3,chr1
12663,1282,12663,Chml,chr1
75820,1283,75820,Wdr64,chr1
26909,1284,26909,Exo1,chr1
319455,1285,319455,Pld5,chr1
545389,1286,545389,Cep170,chr1
723921,1287,723921,Mir350,chr1
76816,1288,76816,Sdccag8,chr1
15365,1289,15365,Hmga2-ps1,NA
23797,1290,23797,Akt3,chr1
30928,1291,30928,Zbtb18,chr1
75589,1292,75589,2310043L19Rik,chr1
69428,1293,69428,1700016C15Rik,chr1
11566,1294,11566,Adss,chr1
631584,1295,631584,Catspere1,chr1
545391,1296,545391,Catspere2,chr1
78825,1297,78825,Desi2,chr1
791357,1298,791357,Gm9982,NA
75164,1299,75164,4930527J03Rik,NA
666295,1300,666295,NA,NA
320110,1301,320110,B230369F24Rik,NA
66359,1302,66359,Cox20,chr1
51810,1303,51810,Hnrnpu,chr1
68226,1304,68226,Efcab2,chr1
269152,1305,269152,Kif26b,chr1
69726,1306,69726,Smyd3,chr1
15278,1307,15278,Tfb2m,chr1
226744,1308,226744,Cnst,chr1
109232,1309,109232,Sccpdh,chr1
226747,1310,226747,Ahctf1,chr1
100503705,1311,100503705,NA,NA
226751,1312,226751,Cdc42bpa,chr1
67426,1313,67426,Coq8a,chr1
19165,1314,19165,Psen2,chr1
277333,1315,277333,Gm5069,chr1
320404,1316,320404,Itpkb,chr1
381310,1317,381310,Stum,chr1
11545,1318,11545,Parp1,chr1
72568,1319,72568,Lin9,chr1
27217,1320,27217,Mixl1,chr1
170760,1321,170760,Acbd3,chr1
100504581,1322,100504581,Gm17275,NA
15078,1323,15078,H3f3a,chr1
208768,1324,208768,Sde2,chr1
100504598,1325,100504598,NA,NA
320202,1326,320202,Lefty2,chr1
100862334,1327,100862334,NA,NA
69051,1328,69051,Pycr2,chr1
13590,1329,13590,Lefty1,chr1
208795,1330,208795,Tmem63a,chr1
13849,1331,13849,Ephx1,chr1
619326,1332,619326,Degs1l,chr1
67459,1333,67459,Nvl,chr1
98417,1334,98417,Cnih4,chr1
226757,1335,226757,Wdr26,chr1
329307,1336,329307,A430110L20Rik,NA
72978,1337,72978,Cnih3,chr1
403180,1338,403180,Ccdc121rt1,chr1
240960,1339,240960,Dnah14,NA
98386,1340,98386,Lbr,chr1
433384,1341,433384,Gm5533,NA
13800,1342,13800,Enah,chr1
27058,1343,27058,Srp9,chr1
625823,1344,625823,Vmn1r1,chr1
13244,1345,13244,Degs1,chr1
67330,1346,67330,1700047M11Rik,chr1
67948,1347,67948,Fbxo28,chr1
209456,1348,209456,Trp53bp2,chr1
12334,1349,12334,Capn2,chr1
170725,1350,170725,Capn8,chr1
433386,1351,433386,Ccdc185,chr1
96935,1352,96935,Susd4,chr1
53791,1353,53791,Tlr5,chr1
68897,1354,68897,Disp1,chr1
71678,1355,71678,Brox,chr1
108909,1356,108909,Aida,chr1
338366,1357,338366,Mia3,chr1
21339,1358,21339,Taf1a,chr1
78772,1359,78772,Hhipl2,chr1
73363,1360,73363,1700056E22Rik,chr1
63953,1361,63953,Dusp10,chr1
73590,1362,73590,1700112H15Rik,chr1
74971,1363,74971,4930488B22Rik,chr1
15284,1364,15284,Hlx,chr1
66112,1365,66112,Mtarc1,chr1
67247,1366,67247,Mtarc2,chr1
100316821,1367,100316821,Mir1981,chr1
226777,1368,226777,C130074G19Rik,chr1
226778,1369,226778,Mark1,chr1
98732,1370,98732,Rab3gap2,chr1
100217449,1371,100217449,Snora36b,chr1
381314,1372,381314,Iars2,chr1
387189,1373,387189,Mir194-1,chr1
387211,1374,387211,Mir215,chr1
23827,1375,23827,Bpnt1,chr1
107508,1376,107508,Eprs,chr1
319562,1377,319562,9630028B13Rik,chr1
100039138,1378,100039138,Gm2061,chr1
226781,1379,226781,Slc30a10,chr1
114668,1380,114668,5033404E19Rik,chr1
226791,1381,226791,Lyplal1,chr1
21808,1382,21808,Tgfb2,chr1
67223,1383,67223,Rrp15,chr1
110957,1384,110957,D1Pas1,chr1
74717,1385,74717,Spata17,chr1
69308,1386,69308,1700007P06Rik,chr1
67769,1387,67769,Gpatch2,chr1
100862400,1388,100862400,Gm37254,NA
26381,1389,26381,Esrrg,chr1
320272,1390,320272,9330162B11Rik,chr1
22283,1391,22283,Ush2a,chr1
226823,1392,226823,Kctd3,chr1
16526,1393,16526,Kcnk2,chr1
100042424,1394,100042424,Pdcd5-ps,NA
100039307,1395,100039307,NA,NA
108000,1396,108000,Cenpf,chr1
19250,1397,19250,Ptpn14,chr1
226830,1398,226830,Smyd2,chr1
19130,1399,19130,Prox1,chr1
100504619,1400,100504619,NA,NA
320119,1401,320119,Rps6kc1,chr1
52477,1402,52477,Angel2,chr1
226841,1403,226841,Vash2,chr1
226844,1404,226844,Flvcr1,chr1
100125339,1405,100125339,A230020J21Rik,chr1
75558,1406,75558,Spata45,chr1
68972,1407,68972,Tatdn3,chr1
381318,1408,381318,Nsl1,chr1
381319,1409,381319,Batf3,chr1
619288,1410,619288,Garin4,chr1
11910,1411,11910,Atf3,chr1
100504360,1412,100504360,D730003I15Rik,chr1
100861628,1413,100861628,NA,NA
66208,1414,66208,Nenf,chr1
66950,1415,66950,Pacc1,chr1
226849,1416,226849,Ppp2r5a,chr1
100504379,1417,100504379,Gm20201,NA
76843,1418,76843,Dtl,chr1
77065,1419,77065,Ints7,chr1
226856,1420,226856,Lpgat1,chr1
18005,1421,18005,Nek2,chr1
98736,1422,98736,1700034H15Rik,chr1
22782,1423,22782,Slc30a1,chr1
74023,1424,74023,Rd3,chr1
22033,1425,22033,Traf5,chr1
100628582,1426,100628582,Mir3473c,chr1
100042625,1427,100042625,Gstp-ps,NA
214742,1428,214742,Rcor3,chr1
100038712,1429,100038712,Gm10516,chr1
16510,1430,16510,Kcnh1,chr1
226861,1431,226861,Hhat,chr1
320952,1432,320952,A730013G03Rik,chr1
73455,1433,73455,1700065J18Rik,chr1
214791,1434,214791,Sertad4,chr1
100503471,1435,100503471,Gm15867,chr1
329324,1436,329324,Syt14,chr1
215193,1437,215193,Utp25,chr1
54139,1438,54139,Irf6,chr1
319266,1439,319266,A130010J15Rik,chr1
215243,1440,215243,Traf3ip3,chr1
15483,1441,15483,Hsd11b1,chr1
14373,1442,14373,G0s2,chr1
100503531,1443,100503531,NA,NA
16780,1444,16780,Lamb3,chr1
215303,1445,215303,Camk1g,chr1
387201,1446,387201,Mir205,chr1
74942,1447,74942,4930503O07Rik,chr1
18845,1448,18845,Plxna2,chr1
100628615,1449,100628615,Mir3962,chr1
12490,1450,12490,Cd34,chr1
320400,1451,320400,Gm16897,chr1
320977,1452,320977,A330023F24Rik,chr1
723963,1453,723963,Mir29b-2,chr1
387224,1454,387224,Mir29c,chr1
17221,1455,17221,Cd46,chr1
12946,1456,12946,Cr1l,chr1
12902,1457,12902,Cr2,chr1
215728,1458,215728,Ulbp3,chr10
619314,1459,619314,B020014A21Rik,chr10
670558,1460,670558,H60c,chr10
76142,1461,76142,Ppp1r14c,chr10
70337,1462,70337,Iyd,chr10
213783,1463,213783,Plekhg1,chr10
270685,1464,270685,Mthfd1l,chr10
83397,1465,83397,Akap12,chr10
381990,1466,381990,Zbtb2,chr10
66084,1467,66084,Rmnd1,chr10
73419,1468,73419,Armt1,chr10
100504234,1469,100504234,Ccdc170,chr10
13982,1470,13982,Esr1,chr10
64009,1471,64009,Syne1,chr10
68632,1472,68632,Myct1,chr10
22353,1473,22353,Vip,chr10
67141,1474,67141,Fbxo5,chr10
108853,1475,108853,Mtrf1l,chr10
56533,1476,56533,Rgs17,chr10
100041224,1477,100041224,Gm3213,NA
18390,1478,18390,Oprm1,chr10
320495,1479,320495,Ipcef1,chr10
215748,1480,215748,Cnksr3,chr10
77777,1481,77777,Ulbp1,chr10
237253,1482,237253,Lrp11,chr10
18537,1483,18537,Pcmt1,chr10
320642,1484,320642,A630066F11Rik,NA
69912,1485,69912,Nup43,chr10
407824,1486,407824,NA,NA
16798,1487,16798,Lats1,chr10
23924,1488,23924,Katna1,chr10
215751,1489,215751,Ginm1,chr10
100503695,1490,100503695,NA,NA
67418,1491,67418,Ppil4,chr10
237256,1492,237256,Zc3h12d,chr10
100628581,1493,100628581,Mir5104,chr10
68652,1494,68652,Tab2,chr10
338362,1495,338362,Ust,chr10
70097,1496,70097,Sash1,chr10
791352,1497,791352,Gm9930,NA
320825,1498,320825,Samd5,chr10
620417,1499,620417,Gm6150,chr10
78808,1500,78808,Stxbp5,chr10
215772,1501,215772,Adgb,chr10
67844,1502,67844,Rab32,chr10
382450,1503,382450,Gm5177,chr10
14816,1504,14816,Grm1,chr10
78056,1505,78056,4930567K20Rik,chr10
