gene_id,gene_id_version,chr,start,end,strand,gene_biotype,gene_name,gene_id_short
ENSMUSG00000001131,ENSMUSG00000001131.12,chr17,88700254.0,88700360.0,-,snRNA,Gm23947,ENSMUSG00000001131
ENSMUSG00000001134,ENSMUSG00000001134.10,chr15,18009349.0,18009455.0,-,snRNA,Gm24713,ENSMUSG00000001134
ENSMUSG00000001138,ENSMUSG00000001138.14,chr8,72973574.0,72978262.0,+,protein_coding,Fam32a,ENSMUSG00000001138
ENSMUSG00000001143,ENSMUSG00000001143.14,chr4,55527143.0,55532466.0,-,protein_coding,Klf4,ENSMUSG00000001143
ENSMUSG00000001150,ENSMUSG00000001150.8,chr4,148152488.0,148152949.0,-,processed_pseudogene,Chchd2-ps,ENSMUSG00000001150
ENSMUSG00000001151,ENSMUSG00000001151.11,chr10,38696537.0,38697775.0,-,protein_coding,Rfpl4b,ENSMUSG00000001151
ENSMUSG00000001155,ENSMUSG00000001155.14,chr17,29527112.0,29527594.0,+,transcribed_processed_pseudogene,Gm10045,ENSMUSG00000001155
ENSMUSG00000001156,ENSMUSG00000001156.10,chr1,74433469.0,74433553.0,+,miRNA,Mir26b,ENSMUSG00000001156
ENSMUSG00000001157,ENSMUSG00000001157.14,chr16,77443161.0,77443231.0,+,miRNA,Mir125b-2,ENSMUSG00000001157
ENSMUSG00000001158,ENSMUSG00000001158.14,chr1,92778100.0,92778165.0,+,miRNA,Mir149,ENSMUSG00000001158
ENSMUSG00000001166,ENSMUSG00000001166.18,chr6,30639217.0,30645362.0,+,protein_coding,Cpa1,ENSMUSG00000001166
ENSMUSG00000001168,ENSMUSG00000001168.17,chr2,173579304.0,173626132.0,+,protein_coding,Vapb,ENSMUSG00000001168
ENSMUSG00000001173,ENSMUSG00000001173.16,chr1,118315702.0,118316650.0,-,lncRNA,Gm57162,ENSMUSG00000001173
ENSMUSG00000001175,ENSMUSG00000001175.17,chr9,102049937.0,102054303.0,+,TEC,Gm37945,ENSMUSG00000001175
ENSMUSG00000001211,ENSMUSG00000001211.16,chr13,23127982.0,23128416.0,-,unprocessed_pseudogene,Gm11322,ENSMUSG00000001211
ENSMUSG00000001225,ENSMUSG00000001225.13,chrY,28332722.0,28333416.0,+,unprocessed_pseudogene,Gm28937,ENSMUSG00000001225
ENSMUSG00000001227,ENSMUSG00000001227.13,chr14,112816297.0,112817983.0,-,processed_pseudogene,Gm19223,ENSMUSG00000001227
ENSMUSG00000001228,ENSMUSG00000001228.15,chr15,27459921.0,27463535.0,-,lncRNA,Gm36899,ENSMUSG00000001228
ENSMUSG00000001229,ENSMUSG00000001229.10,chr14,49051878.0,49053186.0,+,TEC,Gm49152,ENSMUSG00000001229
ENSMUSG00000001240,ENSMUSG00000001240.14,chrY,34959198.0,34959512.0,+,processed_pseudogene,Gm29227,ENSMUSG00000001240
ENSMUSG00000001247,ENSMUSG00000001247.17,chr14,52860023.0,52860539.0,+,TR_V_gene,Trav5-1,ENSMUSG00000001247
ENSMUSG00000001248,ENSMUSG00000001248.16,chr14,53599724.0,53601563.0,+,TR_V_gene,Trav13n-4,ENSMUSG00000001248
ENSMUSG00000001249,ENSMUSG00000001249.15,chr14,53583347.0,53583881.0,+,TR_V_gene,Trav8n-2,ENSMUSG00000001249
ENSMUSG00000001260,ENSMUSG00000001260.11,chr1,125841357.0,126758536.0,-,protein_coding,Nckap5,ENSMUSG00000001260
ENSMUSG00000001270,ENSMUSG00000001270.10,chr3,93535947.0,93537059.0,-,unprocessed_pseudogene,Gm5541,ENSMUSG00000001270
ENSMUSG00000001280,ENSMUSG00000001280.14,chr2,86318271.0,86318748.0,-,unprocessed_pseudogene,Or8k42-ps1,ENSMUSG00000001280
ENSMUSG00000001281,ENSMUSG00000001281.11,chr10,46732449.0,46732598.0,-,processed_pseudogene,Gm47562,ENSMUSG00000001281
ENSMUSG00000001285,ENSMUSG00000001285.13,chr9,40187199.0,40187828.0,-,TEC,Gm47266,ENSMUSG00000001285
ENSMUSG00000001288,ENSMUSG00000001288.16,chr9,84740760.0,84744967.0,+,lncRNA,Gm48820,ENSMUSG00000001288
ENSMUSG00000001289,ENSMUSG00000001289.13,chr9,15351291.0,15351767.0,-,processed_pseudogene,Gm48634,ENSMUSG00000001289
ENSMUSG00000001300,ENSMUSG00000001300.17,chr5,115336402.0,115336764.0,+,processed_pseudogene,Gm13828,ENSMUSG00000001300
ENSMUSG00000001305,ENSMUSG00000001305.6,chr14,63436371.0,63509141.0,-,protein_coding,Gata4,ENSMUSG00000001305
ENSMUSG00000001313,ENSMUSG00000001313.13,chrY,27647973.0,27648668.0,+,unprocessed_pseudogene,Gm21506,ENSMUSG00000001313
ENSMUSG00000001323,ENSMUSG00000001323.18,chrY,3310714.0,3311614.0,+,processed_pseudogene,Gm29288,ENSMUSG00000001323
ENSMUSG00000001333,ENSMUSG00000001333.10,chr9,53757448.0,53761844.0,+,protein_coding,Sln,ENSMUSG00000001333
ENSMUSG00000001334,ENSMUSG00000001334.11,chr3,92840286.0,92841404.0,+,protein_coding,Lce3b,ENSMUSG00000001334
ENSMUSG00000001348,ENSMUSG00000001348.16,chrX,20827886.0,20853590.0,+,lncRNA,A230072C01Rik,ENSMUSG00000001348
ENSMUSG00000001349,ENSMUSG00000001349.6,chr5,139133331.0,139136448.0,-,lncRNA,Gm15672,ENSMUSG00000001349
ENSMUSG00000001366,ENSMUSG00000001366.15,chr5,19069575.0,19069702.0,+,snoRNA,Gm23822,ENSMUSG00000001366
ENSMUSG00000001376,ENSMUSG00000001376.18,chr19,24853050.0,24853995.0,+,protein_coding,Gm10053,ENSMUSG00000001376
ENSMUSG00000001379,,,,,,,,
ENSMUSG00000001380,ENSMUSG00000001380.8,chr16,67498561.0,67538005.0,-,lncRNA,Gm49648,ENSMUSG00000001380
ENSMUSG00000001383,ENSMUSG00000001383.10,chr16,65410008.0,65410305.0,-,processed_pseudogene,Gm49633,ENSMUSG00000001383
ENSMUSG00000001403,ENSMUSG00000001403.14,chr5,24890530.0,24915376.0,+,protein_coding,Nub1,ENSMUSG00000001403
ENSMUSG00000001415,ENSMUSG00000001415.11,chr8,124618508.0,124621490.0,-,protein_coding,Acta1,ENSMUSG00000001415
ENSMUSG00000001416,ENSMUSG00000001416.14,chr9,26885431.0,26910862.0,-,protein_coding,Acad8,ENSMUSG00000001416
ENSMUSG00000001417,,,,,,,,
ENSMUSG00000001418,ENSMUSG00000001418.14,chr8,124231457.0,124242202.0,-,protein_coding,Dbndd1,ENSMUSG00000001418
ENSMUSG00000001419,ENSMUSG00000001419.18,chr8,112589670.0,112603382.0,-,protein_coding,Tmem170,ENSMUSG00000001419
ENSMUSG00000001420,ENSMUSG00000001420.14,chr8,124567570.0,124586948.0,-,protein_coding,Ccsap,ENSMUSG00000001420
ENSMUSG00000001424,ENSMUSG00000001424.15,chr13,58435316.0,58506936.0,-,protein_coding,Kif27,ENSMUSG00000001424
ENSMUSG00000001435,ENSMUSG00000001435.16,chr9,39642274.0,39649752.0,+,protein_coding,Or8g50,ENSMUSG00000001435
ENSMUSG00000001436,ENSMUSG00000001436.16,chr14,42846561.0,42851102.0,-,unprocessed_pseudogene,Gm8082,ENSMUSG00000001436
ENSMUSG00000001440,ENSMUSG00000001440.6,chrY,86377000.0,86377692.0,-,unprocessed_pseudogene,Gm20861,ENSMUSG00000001440
ENSMUSG00000001441,ENSMUSG00000001441.14,chr19,59481568.0,59547823.0,+,lncRNA,2700089I24Rik,ENSMUSG00000001441
ENSMUSG00000001444,ENSMUSG00000001444.3,chr7,29268328.0,29273353.0,-,lncRNA,A330087D11Rik,ENSMUSG00000001444
ENSMUSG00000001445,ENSMUSG00000001445.11,chr1,130694121.0,130712170.0,+,lncRNA,Gm28856,ENSMUSG00000001445
ENSMUSG00000001467,ENSMUSG00000001467.6,chr1,9788847.0,9818607.0,-,protein_coding,Vcpip1,ENSMUSG00000001467
ENSMUSG00000001472,ENSMUSG00000001472.18,chr2,31906656.0,31907356.0,-,lncRNA,Gm13609,ENSMUSG00000001472
ENSMUSG00000001473,ENSMUSG00000001473.8,chr17,58890087.0,58890630.0,+,processed_pseudogene,Gm49849,ENSMUSG00000001473
ENSMUSG00000001482,ENSMUSG00000001482.16,chr2,60168532.0,60201578.0,+,lncRNA,Gm13571,ENSMUSG00000001482
ENSMUSG00000001493,ENSMUSG00000001493.10,chr1,82993114.0,82993743.0,+,processed_pseudogene,Gm7539,ENSMUSG00000001493
ENSMUSG00000001494,ENSMUSG00000001494.7,chr1,64689094.0,64691915.0,+,lncRNA,Gm29152,ENSMUSG00000001494
ENSMUSG00000001496,ENSMUSG00000001496.16,chr15,75244312.0,75249118.0,-,unprocessed_pseudogene,Gm3142,ENSMUSG00000001496
ENSMUSG00000001497,ENSMUSG00000001497.19,chr11,77040454.0,77041351.0,+,processed_pseudogene,Gm12345,ENSMUSG00000001497
ENSMUSG00000001504,ENSMUSG00000001504.11,chr3,53574284.0,53574749.0,-,processed_pseudogene,Gm6073,ENSMUSG00000001504
ENSMUSG00000001506,ENSMUSG00000001506.11,chr7,70014658.0,70139720.0,+,lncRNA,B130024G19Rik,ENSMUSG00000001506
ENSMUSG00000001507,ENSMUSG00000001507.17,chr1,44912646.0,44913312.0,-,processed_pseudogene,Gm19480,ENSMUSG00000001507
ENSMUSG00000001508,ENSMUSG00000001508.16,chr1,52623677.0,52624318.0,+,processed_pseudogene,Gm5527,ENSMUSG00000001508
ENSMUSG00000001510,ENSMUSG00000001510.9,chrY,11465876.0,11466556.0,+,unprocessed_pseudogene,Gm28952,ENSMUSG00000001510
ENSMUSG00000001517,ENSMUSG00000001517.15,chr18,54117393.0,54118400.0,+,processed_pseudogene,Gm5507,ENSMUSG00000001517
ENSMUSG00000001518,ENSMUSG00000001518.13,chr10,128825300.0,128827971.0,+,protein_coding,Or10p22,ENSMUSG00000001518
ENSMUSG00000001520,ENSMUSG00000001520.13,chr10,129623158.0,129630786.0,-,protein_coding,Or6c69b,ENSMUSG00000001520
ENSMUSG00000001521,ENSMUSG00000001521.13,chr13,23928956.0,23929585.0,-,protein_coding,H3c3,ENSMUSG00000001521
ENSMUSG00000001524,ENSMUSG00000001524.15,chr14,7404532.0,7454574.0,+,lncRNA,Gm31517,ENSMUSG00000001524
ENSMUSG00000001525,ENSMUSG00000001525.11,chr13,66830903.0,66836416.0,-,unprocessed_pseudogene,Vmn2r-ps106,ENSMUSG00000001525
ENSMUSG00000001542,ENSMUSG00000001542.8,chr3,90946880.0,90947182.0,+,processed_pseudogene,Gm7166,ENSMUSG00000001542
ENSMUSG00000001552,ENSMUSG00000001552.15,chr1,153596986.0,153613575.0,-,lncRNA,C230024C17Rik,ENSMUSG00000001552
ENSMUSG00000001555,ENSMUSG00000001555.11,chr9,88162422.0,88163243.0,-,processed_pseudogene,Gm5066,ENSMUSG00000001555
ENSMUSG00000001558,ENSMUSG00000001558.6,chrY,83299153.0,83299848.0,-,unprocessed_pseudogene,Gm21864,ENSMUSG00000001558
ENSMUSG00000001566,ENSMUSG00000001566.10,chr1,44243230.0,44258121.0,-,protein_coding,Mettl21e,ENSMUSG00000001566
ENSMUSG00000001569,ENSMUSG00000001569.11,chr7,30673215.0,30689151.0,+,protein_coding,Fam187b,ENSMUSG00000001569
ENSMUSG00000001576,ENSMUSG00000001576.16,chr10,81224839.0,81227101.0,+,protein_coding,Gm48552,ENSMUSG00000001576
ENSMUSG00000001583,ENSMUSG00000001583.14,chr13,55655438.0,55655505.0,-,miRNA,Mir6945,ENSMUSG00000001583
ENSMUSG00000001588,ENSMUSG00000001588.13,chr11,6785626.0,6787654.0,-,processed_pseudogene,Gm11983,ENSMUSG00000001588
ENSMUSG00000001604,ENSMUSG00000001604.15,chr10,78799143.0,78807172.0,+,protein_coding,Or7a37,ENSMUSG00000001604
ENSMUSG00000001622,ENSMUSG00000001622.16,chr8,125095788.0,125166397.0,-,protein_coding,Pgbd5,ENSMUSG00000001622
ENSMUSG00000001627,ENSMUSG00000001627.13,chr16,79796264.0,79797434.0,+,lncRNA,1700066C05Rik,ENSMUSG00000001627
ENSMUSG00000001630,ENSMUSG00000001630.14,chr12,17053320.0,17061728.0,-,protein_coding,2410004P03Rik,ENSMUSG00000001630
ENSMUSG00000001632,ENSMUSG00000001632.17,chr9,36167227.0,36169619.0,-,transcribed_processed_pseudogene,Gm3867,ENSMUSG00000001632
ENSMUSG00000001642,ENSMUSG00000001642.19,chrX,134619416.0,134626010.0,-,protein_coding,Tmsb15a,ENSMUSG00000001642
ENSMUSG00000001655,ENSMUSG00000001655.7,chr10,91044120.0,91056504.0,-,lncRNA,4930534H03Rik,ENSMUSG00000001655
ENSMUSG00000001656,ENSMUSG00000001656.4,chr10,49702366.0,49706211.0,+,processed_pseudogene,Gm48128,ENSMUSG00000001656
ENSMUSG00000001657,ENSMUSG00000001657.8,chr9,67040842.0,67121798.0,+,lncRNA,Gm19299,ENSMUSG00000001657
ENSMUSG00000001661,ENSMUSG00000001661.6,chr2,89049143.0,89050069.0,-,unprocessed_pseudogene,Gm18164,ENSMUSG00000001661
ENSMUSG00000001663,ENSMUSG00000001663.11,chr17,83595975.0,83596489.0,+,processed_pseudogene,Rpl21-ps7,ENSMUSG00000001663
ENSMUSG00000001665,ENSMUSG00000001665.12,chr9,39702241.0,39707931.0,+,protein_coding,Or8g54,ENSMUSG00000001665
ENSMUSG00000001666,ENSMUSG00000001666.9,chr14,57024974.0,57025144.0,-,processed_pseudogene,Gm4479,ENSMUSG00000001666
ENSMUSG00000001670,ENSMUSG00000001670.14,chr4,136886393.0,136892377.0,-,lncRNA,Gm13003,ENSMUSG00000001670
ENSMUSG00000001672,ENSMUSG00000001672.15,chr2,25181232.0,25188937.0,+,lncRNA,Grin1os,ENSMUSG00000001672
ENSMUSG00000001674,ENSMUSG00000001674.12,chr11,60822859.0,60843637.0,+,protein_coding,Map2k3,ENSMUSG00000001674
ENSMUSG00000001687,ENSMUSG00000001687.16,chr9,110655758.0,110660907.0,+,protein_coding,Prss43,ENSMUSG00000001687
ENSMUSG00000001700,ENSMUSG00000001700.11,chr17,16946715.0,16947378.0,+,processed_pseudogene,Gm7477,ENSMUSG00000001700
ENSMUSG00000001707,ENSMUSG00000001707.9,chr5,87987748.0,87991277.0,-,lncRNA,Gm42794,ENSMUSG00000001707
ENSMUSG00000001729,ENSMUSG00000001729.15,chr1,194761407.0,194763644.0,-,TEC,Gm37132,ENSMUSG00000001729
ENSMUSG00000001739,ENSMUSG00000001739.15,chr12,116449340.0,117240469.0,+,protein_coding,Ptprn2,ENSMUSG00000001739
ENSMUSG00000001741,ENSMUSG00000001741.13,chr2,90634604.0,90634920.0,-,processed_pseudogene,Gm13772,ENSMUSG00000001741
ENSMUSG00000001750,ENSMUSG00000001750.17,chr17,84267297.0,84268359.0,-,lncRNA,Gm41638,ENSMUSG00000001750
ENSMUSG00000001751,ENSMUSG00000001751.10,chr1,56058137.0,56059362.0,+,lncRNA,1700003I22Rik,ENSMUSG00000001751
ENSMUSG00000001755,ENSMUSG00000001755.13,chr7,38065406.0,38067296.0,-,unprocessed_pseudogene,Gm4451,ENSMUSG00000001755
ENSMUSG00000001761,ENSMUSG00000001761.8,chr7,140387362.0,140402091.0,-,protein_coding,Zfp941,ENSMUSG00000001761
ENSMUSG00000001763,ENSMUSG00000001763.15,chr15,103782185.0,103785735.0,-,protein_coding,Mucl1,ENSMUSG00000001763
ENSMUSG00000001767,ENSMUSG00000001767.6,chr3,87655197.0,87731613.0,-,protein_coding,Pear1,ENSMUSG00000001767
ENSMUSG00000001768,ENSMUSG00000001768.17,chr3,87989278.0,88028355.0,+,protein_coding,Iqgap3,ENSMUSG00000001768
ENSMUSG00000001773,ENSMUSG00000001773.15,chr3,37653573.0,37654221.0,-,processed_pseudogene,Gm12565,ENSMUSG00000001773
ENSMUSG00000001774,ENSMUSG00000001774.9,chr4,59135068.0,59137454.0,-,lncRNA,Gm12594,ENSMUSG00000001774
ENSMUSG00000001783,ENSMUSG00000001783.4,chrY,15882421.0,15884771.0,-,protein_coding,Gm20822,ENSMUSG00000001783
ENSMUSG00000001785,ENSMUSG00000001785.14,chr5,7229365.0,7230700.0,+,processed_pseudogene,Tubb4b-ps1,ENSMUSG00000001785
ENSMUSG00000001786,ENSMUSG00000001786.15,chr7,21126266.0,21127185.0,-,unprocessed_pseudogene,Vmn1r-ps75,ENSMUSG00000001786
ENSMUSG00000001794,ENSMUSG00000001794.14,chr6,69521343.0,69521891.0,-,IG_V_gene,Igkv4-57-1,ENSMUSG00000001794
ENSMUSG00000001802,ENSMUSG00000001802.17,chr12,9693690.0,9693817.0,-,snoRNA,Gm23979,ENSMUSG00000001802
ENSMUSG00000001804,ENSMUSG00000001804.10,chr15,101220769.0,101303740.0,+,lncRNA,Gm35853,ENSMUSG00000001804
ENSMUSG00000001815,ENSMUSG00000001815.16,chrX,151564917.0,151591642.0,+,protein_coding,Gpr143,ENSMUSG00000001815
ENSMUSG00000001819,ENSMUSG00000001819.5,chr5,130274572.0,130284371.0,-,protein_coding,Sbds,ENSMUSG00000001819
ENSMUSG00000001823,ENSMUSG00000001823.6,chr5,130200639.0,130243183.0,+,protein_coding,Rabgef1,ENSMUSG00000001823
ENSMUSG00000001827,ENSMUSG00000001827.13,chrX,101729898.0,101730578.0,-,protein_coding,Gm3880,ENSMUSG00000001827
ENSMUSG00000001829,ENSMUSG00000001829.18,chr8,96304099.0,96305536.0,+,processed_pseudogene,Gm5912,ENSMUSG00000001829
ENSMUSG00000001833,ENSMUSG00000001833.18,chr16,4547733.0,4548673.0,+,lncRNA,Gm15859,ENSMUSG00000001833
ENSMUSG00000001844,ENSMUSG00000001844.11,chr16,88670515.0,88671157.0,-,protein_coding,Krtap19-2,ENSMUSG00000001844
ENSMUSG00000001847,ENSMUSG00000001847.15,chr6,132933847.0,132934882.0,-,protein_coding,Tas2r131,ENSMUSG00000001847
ENSMUSG00000001855,ENSMUSG00000001855.16,chr17,87304684.0,87332834.0,-,protein_coding,Pigf,ENSMUSG00000001855
ENSMUSG00000001864,ENSMUSG00000001864.14,chr17,24692525.0,24698052.0,-,protein_coding,Mlst8,ENSMUSG00000001864
ENSMUSG00000001865,ENSMUSG00000001865.3,chr6,91661034.0,91736047.0,+,protein_coding,Slc6a6,ENSMUSG00000001865
ENSMUSG00000001870,ENSMUSG00000001870.17,chr15,34053264.0,34053413.0,+,processed_pseudogene,Gm49091,ENSMUSG00000001870
ENSMUSG00000001891,ENSMUSG00000001891.17,chr19,15962439.0,15988060.0,+,lncRNA,C130060C02Rik,ENSMUSG00000001891
ENSMUSG00000001901,ENSMUSG00000001901.16,chrY,59055807.0,59056334.0,-,lncRNA,Gm21428,ENSMUSG00000001901
ENSMUSG00000001909,ENSMUSG00000001909.17,chr11,60131590.0,60133716.0,+,lncRNA,Gm12265,ENSMUSG00000001909
ENSMUSG00000001910,ENSMUSG00000001910.6,chr11,80963229.0,80974184.0,+,lncRNA,Gm11417,ENSMUSG00000001910
ENSMUSG00000001911,ENSMUSG00000001911.17,chr14,121486118.0,121491383.0,+,lncRNA,B930095G15Rik,ENSMUSG00000001911
ENSMUSG00000001918,ENSMUSG00000001918.18,chr7,3819780.0,3828686.0,-,protein_coding,Pira13,ENSMUSG00000001918
ENSMUSG00000001924,ENSMUSG00000001924.16,chr7,59130967.0,59131045.0,-,snoRNA,Gm22632,ENSMUSG00000001924
ENSMUSG00000001930,ENSMUSG00000001930.18,chr7,23874485.0,23882613.0,+,protein_coding,Zfp114,ENSMUSG00000001930
ENSMUSG00000001942,ENSMUSG00000001942.9,chr2,74409420.0,74414888.0,+,lncRNA,4930445N08Rik,ENSMUSG00000001942
ENSMUSG00000001943,ENSMUSG00000001943.9,chr13,43271149.0,43279193.0,-,lncRNA,Gm15813,ENSMUSG00000001943
ENSMUSG00000001946,ENSMUSG00000001946.15,chrX,167820670.0,167889532.0,-,lncRNA,Gm15261,ENSMUSG00000001946
ENSMUSG00000001948,ENSMUSG00000001948.11,chr7,19543534.0,19545797.0,+,lncRNA,Gm16175,ENSMUSG00000001948
ENSMUSG00000001962,ENSMUSG00000001962.9,chr1,152156069.0,152163800.0,-,lncRNA,Gm36920,ENSMUSG00000001962
ENSMUSG00000001964,ENSMUSG00000001964.15,chr4,55532736.0,55541745.0,+,lncRNA,Gm34343,ENSMUSG00000001964
ENSMUSG00000001983,ENSMUSG00000001983.8,chr7,14289399.0,14297431.0,-,protein_coding,Vmn1r90,ENSMUSG00000001983
ENSMUSG00000001985,ENSMUSG00000001985.10,chr15,83447793.0,83458404.0,+,protein_coding,Tspo,ENSMUSG00000001985
ENSMUSG00000001986,ENSMUSG00000001986.17,chr2,179918023.0,179918670.0,-,lncRNA,Gm57417,ENSMUSG00000001986
ENSMUSG00000001988,ENSMUSG00000001988.10,chr9,46153919.0,46154827.0,-,lncRNA,Gm10680,ENSMUSG00000001988
ENSMUSG00000001995,ENSMUSG00000001995.10,chr11,96068377.0,96069626.0,+,lncRNA,Gm11535,ENSMUSG00000001995
ENSMUSG00000001998,ENSMUSG00000001998.16,chr2,172198110.0,172212455.0,-,protein_coding,Aurka,ENSMUSG00000001998
ENSMUSG00000001999,ENSMUSG00000001999.16,chr3,7431729.0,7510426.0,+,protein_coding,Pkia,ENSMUSG00000001999
ENSMUSG00000002006,ENSMUSG00000002006.13,chr14,70896785.0,70898115.0,+,lncRNA,Gm56755,ENSMUSG00000002006
ENSMUSG00000002007,ENSMUSG00000002007.6,chr2,29735011.0,29736500.0,-,lncRNA,Gm54109,ENSMUSG00000002007
ENSMUSG00000002010,ENSMUSG00000002010.18,chr11,83643917.0,83644496.0,-,lncRNA,Gm57372,ENSMUSG00000002010
ENSMUSG00000002012,ENSMUSG00000002012.14,chr16,24877140.0,24878043.0,-,lncRNA,Gm56605,ENSMUSG00000002012
ENSMUSG00000002014,ENSMUSG00000002014.13,chr7,12683660.0,12684669.0,+,lncRNA,Gm57209,ENSMUSG00000002014
ENSMUSG00000002015,ENSMUSG00000002015.6,chr15,78911198.0,78911830.0,+,lncRNA,Gm56712,ENSMUSG00000002015
ENSMUSG00000002017,ENSMUSG00000002017.11,chr14,93129964.0,93130138.0,-,processed_pseudogene,Gm48963,ENSMUSG00000002017
ENSMUSG00000002020,ENSMUSG00000002020.16,chr1,173879564.0,173880107.0,+,unprocessed_pseudogene,Or10aa4-ps1,ENSMUSG00000002020
ENSMUSG00000002028,ENSMUSG00000002028.14,chr2,25595862.0,25599728.0,-,lncRNA,A230005M16Rik,ENSMUSG00000002028
ENSMUSG00000002031,ENSMUSG00000002031.14,chr4,81848715.0,81850611.0,-,lncRNA,Gm12914,ENSMUSG00000002031
ENSMUSG00000002032,ENSMUSG00000002032.18,chr2,151143894.0,151158167.0,+,lncRNA,4930442J19Rik,ENSMUSG00000002032
ENSMUSG00000002033,ENSMUSG00000002033.15,chr11,64055399.0,64072997.0,+,lncRNA,Gm12290,ENSMUSG00000002033
ENSMUSG00000002043,ENSMUSG00000002043.18,chr13,81031503.0,81044161.0,+,protein_coding,Arrdc3,ENSMUSG00000002043
ENSMUSG00000002052,ENSMUSG00000002052.7,chr7,31800278.0,31801594.0,+,protein_coding,Scgb1b10,ENSMUSG00000002052
ENSMUSG00000002055,ENSMUSG00000002055.10,chr6,125163324.0,125163604.0,-,lncRNA,Gm28967,ENSMUSG00000002055
ENSMUSG00000002057,ENSMUSG00000002057.5,chr1,18064037.0,18067707.0,+,processed_pseudogene,Gm17969,ENSMUSG00000002057
ENSMUSG00000002058,ENSMUSG00000002058.14,chr7,140417134.0,140425602.0,-,lncRNA,C330022C24Rik,ENSMUSG00000002058
ENSMUSG00000002059,ENSMUSG00000002059.19,chr7,33123095.0,33123575.0,+,processed_pseudogene,Gm5731,ENSMUSG00000002059
ENSMUSG00000002064,ENSMUSG00000002064.11,chr1,105248846.0,105249171.0,+,processed_pseudogene,Gm29014,ENSMUSG00000002064
ENSMUSG00000002068,ENSMUSG00000002068.17,chr17,33019541.0,33019704.0,-,snRNA,Gm23294,ENSMUSG00000002068
ENSMUSG00000002076,ENSMUSG00000002076.13,chr14,10317179.0,10318316.0,+,TEC,Gm48603,ENSMUSG00000002076
ENSMUSG00000002083,ENSMUSG00000002083.14,chr7,18723479.0,18726699.0,-,TEC,Gm10676,ENSMUSG00000002083
ENSMUSG00000002100,ENSMUSG00000002100.16,chr1,131212989.0,131455090.0,-,protein_coding,Srgap2,ENSMUSG00000002100
ENSMUSG00000002102,ENSMUSG00000002102.16,chr1,135707172.0,135738727.0,+,protein_coding,Tnni1,ENSMUSG00000002102
ENSMUSG00000002103,ENSMUSG00000002103.17,chr1,131526977.0,131539738.0,+,protein_coding,Avpr1b,ENSMUSG00000002103
ENSMUSG00000002104,ENSMUSG00000002104.12,chr1,130834722.0,130839188.0,-,protein_coding,Il20,ENSMUSG00000002104
ENSMUSG00000002105,ENSMUSG00000002105.16,chr1,130809811.0,130815191.0,-,protein_coding,Il24,ENSMUSG00000002105
ENSMUSG00000002107,ENSMUSG00000002107.19,chr15,58177969.0,58187565.0,-,protein_coding,Klhl38,ENSMUSG00000002107
ENSMUSG00000002108,ENSMUSG00000002108.11,chr1,131080918.0,131115395.0,+,protein_coding,Eif2d,ENSMUSG00000002108
ENSMUSG00000002109,ENSMUSG00000002109.15,chr1,131794962.0,131800625.0,+,protein_coding,Rab29,ENSMUSG00000002109
ENSMUSG00000002111,ENSMUSG00000002111.9,chr1,135087972.0,135095419.0,-,protein_coding,Gpr37l1,ENSMUSG00000002111
ENSMUSG00000002129,ENSMUSG00000002129.12,chr8,80021649.0,80059059.0,+,lncRNA,Gm4890,ENSMUSG00000002129
ENSMUSG00000002147,ENSMUSG00000002147.19,chr4,73805303.0,73809349.0,-,protein_coding,Gm11757,ENSMUSG00000002147
ENSMUSG00000002190,ENSMUSG00000002190.14,chr4,102861303.0,102869359.0,-,lncRNA,BB031773,ENSMUSG00000002190
ENSMUSG00000002204,ENSMUSG00000002204.10,chr2,10519702.0,10519782.0,+,miRNA,Mir466h,ENSMUSG00000002204
ENSMUSG00000002205,ENSMUSG00000002205.17,chrX,65844136.0,65844213.0,-,miRNA,Mir880,ENSMUSG00000002205
ENSMUSG00000002210,ENSMUSG00000002210.12,chr19,16244425.0,16244985.0,-,processed_pseudogene,Gm10819,ENSMUSG00000002210
ENSMUSG00000002221,ENSMUSG00000002221.12,chr12,55867396.0,55868365.0,+,pseudogene,Gm9812,ENSMUSG00000002221
ENSMUSG00000002222,ENSMUSG00000002222.15,chr11,25635140.0,25635269.0,+,snoRNA,Gm23514,ENSMUSG00000002222
ENSMUSG00000002227,ENSMUSG00000002227.16,chr16,21241868.0,21463430.0,+,protein_coding,Vps8,ENSMUSG00000002227
ENSMUSG00000002228,ENSMUSG00000002228.8,chr6,85842404.0,85846140.0,-,protein_coding,Nat8f2,ENSMUSG00000002228
ENSMUSG00000002233,ENSMUSG00000002233.14,chr14,70609926.0,70666832.0,-,protein_coding,Piwil2,ENSMUSG00000002233
ENSMUSG00000002240,ENSMUSG00000002240.13,chr9,65459980.0,65487322.0,-,protein_coding,Plekho2,ENSMUSG00000002240
ENSMUSG00000002249,ENSMUSG00000002249.22,chr12,66380276.0,66415159.0,-,lncRNA,Gm47979,ENSMUSG00000002249
ENSMUSG00000002250,ENSMUSG00000002250.17,chr18,23778383.0,23784894.0,-,lncRNA,Gm47898,ENSMUSG00000002250
ENSMUSG00000002257,ENSMUSG00000002257.9,chr12,91109561.0,91110422.0,+,processed_pseudogene,Gm18968,ENSMUSG00000002257
ENSMUSG00000002265,ENSMUSG00000002265.18,chr2,119439993.0,119448950.0,-,protein_coding,Oip5,ENSMUSG00000002265
